,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season,PKG,PKA
3671,Mike Chabala,HOU,D,21,15,1423,1,2,7,4,1,0/0,1,0,0.06,14.3,1,2,0,0.13,9,8,2,5,0,57.14,2011,reg,0,0
3672,Keon Daniel,PHI,M,18,9,888,1,2,7,2,0,0/0,1,0,0.1,14.3,1,0,2,0.2,6,6,0,1,0,28.57,2011,reg,0,0
3673,Tyson Wahl,SEA,D,23,22,1989,1,2,7,2,0,0/0,1,0,0.05,14.3,2,1,1,0.09,22,6,0,5,0,28.57,2011,reg,0,0
3674,Erik Friberg,SEA,M,26,23,1897,1,2,9,3,0,0/0,1,0,0.05,11.1,0,0,2,0.09,30,13,3,4,0,33.33,2011,reg,0,0
3675,Long Tan,VAN,F,13,4,437,1,2,10,3,1,0/0,1,0,0.21,10.0,1,1,1,0.41,6,9,4,0,0,30.0,2011,reg,0,0
3676,Je-Vaughn Watson,HOU,D,22,11,1163,1,2,12,4,0,0/0,0,1,0.08,8.3,0,1,1,0.15,28,10,3,4,1,33.33,2011,reg,0,0
3677,Jean-Marc Alexandre,HAI,F,19,9,703,1,2,12,4,1,0/0,1,0,0.13,8.3,0,1,1,0.26,19,9,8,3,0,33.33,2011,reg,0,0
3678,Austin da Luz,DC ,M,21,9,983,1,2,16,5,0,0/0,0,1,0.09,6.3,0,0,2,0.18,9,2,1,5,0,31.25,2011,reg,0,0
3679,Gaston Puerari,CHI,F,14,10,808,1,2,17,8,0,0/0,1,0,0.11,5.9,0,0,2,0.22,18,20,7,3,0,47.06,2011,reg,0,0
3680,Bobby Convey,SJ ,M,21,19,1766,1,2,17,4,1,0/0,1,0,0.05,5.9,0,2,0,0.1,28,18,3,5,0,23.53,2011,reg,0,0
3681,Blake Brettschneider,DC ,F,15,9,789,1,2,20,5,0,0/0,1,0,0.11,5.0,1,0,2,0.23,13,8,15,1,0,25.0,2011,reg,0,0
3682,Emmanuel Ekpo,CLB,M,32,29,2506,1,2,32,6,0,0/0,1,0,0.04,3.1,0,2,0,0.07,48,53,2,8,2,18.75,2011,reg,0,0
3683,Nelson González,RSL,M,6,2,174,1,1,5,2,0,0/0,1,0,0.52,20.0,0,0,1,0.52,4,1,0,0,0,40.0,2011,reg,0,0
3684,Marc Burch,DC ,D,17,11,1117,1,1,7,1,0,0/0,0,1,0.08,14.3,0,1,0,0.08,10,8,0,4,0,14.29,2011,reg,0,0
3685,Daniel Cruz,DAL,M,10,6,543,1,1,7,3,1,0/0,0,1,0.17,14.3,0,0,1,0.17,12,12,0,2,1,42.86,2011,reg,0,0
3686,Adam Cristman,LA ,F,11,5,527,1,1,8,2,0,0/0,0,1,0.17,12.5,1,1,0,0.17,14,18,8,0,0,25.0,2011,reg,0,0
3687,Ryan Cochrane,NE ,D,22,19,1478,1,1,8,1,0,0/0,1,0,0.06,12.5,0,1,0,0.06,29,4,0,5,1,12.5,2011,reg,0,0
3688,Michael Umaña,CHV,D,22,21,1796,1,1,9,3,0,0/0,0,1,0.05,11.1,0,1,0,0.05,21,13,0,3,0,33.33,2011,reg,0,0
3689,Marko Perovic,NE ,M,4,4,262,1,1,10,3,0,0/0,1,0,0.34,10.0,0,0,1,0.34,5,3,0,1,0,30.0,2011,reg,0,0
3690,Ruben Luna,DAL,F,15,2,407,1,1,12,5,0,0/0,0,1,0.22,8.3,1,1,0,0.22,11,13,6,1,0,41.67,2011,reg,0,0
3691,Kosuke Kimura,COL,D,34,34,2996,1,1,13,6,0,0/0,1,0,0.03,7.7,0,1,0,0.03,16,26,0,0,0,46.15,2011,reg,0,0
3692,Brian Mullan,COL,D,22,19,1665,1,1,14,4,1,0/0,1,0,0.05,7.1,0,0,1,0.05,36,31,1,4,1,28.57,2011,reg,0,0
3693,Bernardo Añor,CLB,M,13,6,640,1,1,15,5,0,0/0,0,1,0.14,6.7,1,0,1,0.14,7,8,2,2,0,33.33,2011,reg,0,0
3694,Omar Salgado,VAN,F,14,5,504,1,1,15,5,0,0/0,0,1,0.18,6.7,0,1,0,0.18,9,4,6,1,0,33.33,2011,reg,0,0
3695,Zak Boggs,NE ,M,20,16,1348,1,1,16,7,0,0/0,0,1,0.07,6.3,1,1,0,0.07,9,16,2,2,0,43.75,2011,reg,0,0
3696,Quincy Amarikwa,COL,F,15,5,510,1,1,16,4,1,0/0,0,1,0.18,6.3,0,1,0,0.18,14,15,8,1,1,25.0,2011,reg,0,0
3697,Milton Rodriguez,DAL,F,13,5,511,1,1,19,6,0,0/0,1,0,0.18,5.3,1,0,1,0.18,8,2,6,1,0,31.58,2011,reg,0,0
3698,Carlo Costly,HOU,F,11,7,576,1,1,22,3,0,0/0,1,0,0.16,4.5,0,1,0,0.16,8,10,16,1,1,13.64,2011,reg,0,0
3699,Carlos Valdés,PHI,D,32,32,2880,1,1,22,4,0,0/0,0,1,0.03,4.5,0,1,0,0.03,37,33,2,8,0,18.18,2011,reg,0,0
3700,Zack Schilawski,NE ,F,25,13,1199,1,1,24,9,0,0/0,1,0,0.08,4.2,0,0,1,0.08,5,7,7,1,0,37.5,2011,reg,0,0
3701,Jorge Villafaña,POR,F,25,24,1793,1,1,29,12,0,0/0,0,1,0.05,3.4,0,0,1,0.05,21,34,1,2,1,41.38,2011,reg,0,0
3702,Lovel Palmer,HOU,D,34,31,2782,1,1,58,9,0,0/0,0,1,0.03,1.7,1,1,0,0.03,26,18,2,6,1,15.52,2011,reg,0,0
3703,Kevin Goldthwaite,POR,D,4,3,190,1,0,1,1,0,0/0,1,0,0.47,100.0,0,0,0,0.0,2,5,0,0,0,100.0,2011,reg,0,0
3704,Ilija Stolica,NE ,F,2,0,73,1,0,1,1,0,0/0,0,1,1.23,100.0,0,0,0,0.0,2,0,4,1,0,100.0,2011,reg,0,0
3705,Rich Balchan,CLB,D,19,18,1615,1,0,1,1,0,0/0,0,1,0.06,100.0,0,0,0,0.0,12,10,0,1,0,100.0,2011,reg,0,0
3706,Jack McBean,LA ,F,1,1,90,1,0,1,1,0,0/0,0,1,1.0,100.0,0,0,0,0.0,1,4,3,0,0,100.0,2011,reg,0,0
3707,Soony Saad,KC ,F,4,0,39,1,0,2,1,0,0/0,1,0,2.31,50.0,0,0,0,0.0,1,2,0,0,0,50.0,2011,reg,0,0
3708,Bobby Warshaw,DAL,D,17,4,461,1,0,2,1,1,0/0,0,1,0.2,50.0,0,0,0,0.0,9,4,0,2,0,50.0,2011,reg,0,0
3709,Alex Dixon,ROC,M,7,0,84,1,0,2,2,1,0/0,1,0,1.07,50.0,0,0,0,0.0,1,0,0,0,0,100.0,2011,reg,0,0
3710,Leonardo,LA ,D,7,7,630,1,0,2,1,1,0/0,1,0,0.14,50.0,0,0,0,0.0,5,5,0,1,0,50.0,2011,reg,0,0
3711,Luke Sassano,KC ,D,9,5,531,1,0,2,2,0,0/0,0,1,0.17,50.0,0,0,0,0.0,2,6,0,1,0,100.0,2011,reg,0,0
3712,Jimmy Conrad,CHV,D,2,2,180,1,0,3,1,0,0/0,1,0,0.5,33.3,0,0,0,0.0,1,3,0,1,0,33.33,2011,reg,0,0
3713,Bright Dike,POR,F,11,0,164,1,0,3,3,0,0/0,0,1,0.55,33.3,0,0,0,0.0,7,3,0,2,0,100.0,2011,reg,0,0
3714,Patrick Ianni,SEA,D-M,16,12,1232,1,0,5,2,0,0/0,0,1,0.07,20.0,0,0,0,0.0,14,8,0,2,0,40.0,2011,reg,0,0
3715,Ethan White,DC ,D,24,21,1928,1,0,6,4,0,0/0,1,0,0.05,16.7,0,0,0,0.0,14,1,2,3,0,66.67,2011,reg,0,0
3716,Dan Gargan,CHI,D,25,21,1848,1,0,7,1,0,0/0,1,0,0.05,14.3,0,0,0,0.0,30,11,2,7,0,14.29,2011,reg,0,0
3717,Ellis McLoughlin,SJ ,F,10,0,167,1,0,7,2,0,0/0,1,0,0.54,14.3,0,0,0,0.0,9,2,0,0,0,28.57,2011,reg,0,0
3718,Koke,HOU,F,7,2,233,1,0,7,4,0,0/0,1,0,0.39,14.3,0,0,0,0.0,3,3,2,0,0,57.14,2011,reg,0,0
3719,Andrew Boyens,CHV,D,12,10,909,1,0,7,4,0,0/0,0,1,0.1,14.3,0,0,0,0.0,12,3,0,1,1,57.14,2011,reg,0,0
3720,Edward Johnson,POR,F,7,3,265,1,0,7,3,0,0/0,1,0,0.34,14.3,0,0,0,0.0,4,5,4,1,0,42.86,2011,reg,0,0
3721,Daniel Woolard,DC ,D,26,26,2254,1,0,8,1,0,0/0,0,1,0.04,12.5,0,0,0,0.0,16,23,0,0,0,12.5,2011,reg,0,0
3722,Julius James,CLB,D,31,31,2790,1,0,8,2,1,0/0,1,0,0.03,12.5,0,0,0,0.0,53,22,0,7,0,25.0,2011,reg,0,0
3723,Calen Carr,HOU,F,9,4,380,1,0,9,3,0,0/0,0,1,0.24,11.1,0,0,0,0.0,11,6,2,0,0,33.33,2011,reg,0,0
3724,Danny Califf,PHI,D,33,33,2970,1,0,9,4,1,0/0,0,1,0.03,11.1,0,0,0,0.0,33,25,0,4,0,44.44,2011,reg,0,0
3725,Ryan Smith,CHV,M,6,2,294,1,0,9,3,0,0/0,0,1,0.31,11.1,0,0,0,0.0,0,5,0,1,0,33.33,2011,reg,0,0
3726,Andre Hainault,HOU,D,31,31,2790,1,0,9,1,1,0/0,0,1,0.03,11.1,0,0,0,0.0,44,24,1,1,0,11.11,2011,reg,0,0
3727,Perry Kitchen,LA,M,31,30,2726,1,0,10,2,0,0/0,0,1,0.03,10.0,0,0,0,0.0,33,24,0,4,0,20.0,2011,reg,0,0
3728,Jeff Parke,SEA,D,28,28,2387,1,0,10,4,1,0/0,1,0,0.04,10.0,0,0,0,0.0,17,15,0,2,0,40.0,2011,reg,0,0
3729,Victor Estupinan,CHV,F,9,3,320,1,0,11,6,0,0/0,1,0,0.28,9.1,0,0,0,0.0,10,5,2,1,0,54.55,2011,reg,0,0
3730,Laurent Courtois ,CHV,M,11,3,454,1,0,12,4,0,0/0,0,1,0.2,8.3,0,0,0,0.0,6,6,2,0,0,33.33,2011,reg,0,0
3731,Brian Carroll,PHI,M,30,30,2571,1,0,15,4,0,0/0,0,1,0.04,6.7,0,0,0,0.0,27,13,0,5,0,26.67,2011,reg,0,0
3732,Tony Tchani,CLB,M,15,14,1144,1,0,15,7,0,0/0,1,0,0.08,6.7,0,0,0,0.0,24,21,0,3,1,46.67,2011,reg,0,0
3733,Andre Akpan,COL,F,12,5,479,1,0,15,5,0,0/0,1,0,0.19,6.7,0,0,0,0.0,8,8,2,0,0,33.33,2011,reg,0,0
3734,Jack McInerney,PHI,F,18,5,558,1,0,16,6,0,0/0,1,0,0.16,6.3,0,0,0,0.0,10,7,5,1,1,37.5,2011,reg,0,0
3735,A.J. Soares,NE ,D,28,28,2464,1,0,17,5,0,0/0,0,1,0.04,5.9,0,0,0,0.0,27,24,0,2,2,29.41,2011,reg,0,0
3736,Stephen King,DC ,M,20,11,1068,1,0,18,5,0,0/0,1,0,0.08,5.6,0,0,0,0.0,8,10,0,0,0,27.78,2011,reg,0,0
3737,Sainey Nyassi,NE ,M,21,8,959,1,0,21,10,0,0/0,0,1,0.09,4.8,0,0,0,0.0,15,20,2,1,0,47.62,2011,reg,0,0
3738,Chris Birchall,LA ,M,23,17,1551,1,0,26,4,0,0/0,1,0,0.06,3.8,0,0,0,0.0,27,15,1,3,1,15.38,2011,reg,0,0
3739,Gershon Koffie,VAN,M,29,28,2467,1,0,34,9,0,0/0,1,0,0.04,2.9,0,0,0,0.0,58,76,0,3,1,26.47,2011,reg,0,0
3740,Steven Beitashour,SJ ,D,19,19,1654,0,7,4,2,0,0/0,0,0,0.0,0.0,1,5,2,0.38,15,13,1,3,1,50.0,2011,reg,0,0
3741,Ante Jazic,CHV,D,28,28,2468,0,7,6,2,0,0/0,0,0,0.0,0.0,3,4,3,0.26,22,13,2,3,0,33.33,2011,reg,0,0
3742,Jan Gunnar Solli,NY ,D,31,31,2643,0,7,15,4,0,0/0,0,0,0.0,0.0,4,4,3,0.24,20,12,2,1,1,26.67,2011,reg,0,0
3743,Dax McCarty,NSH,M,29,25,2121,0,6,18,2,0,0/0,0,0,0.0,0.0,1,4,2,0.25,21,34,5,2,0,11.11,2011,reg,0,0
3744,Kalif Alhassan,POR,M,32,27,2337,0,6,58,14,0,0/0,0,0,0.0,0.0,3,6,0,0.23,28,52,3,3,1,24.14,2011,reg,0,0
3745,Jordan Harvey,LAFC,D,30,30,2498,0,5,9,2,0,0/0,0,0,0.0,0.0,1,3,2,0.18,24,12,0,7,1,22.22,2011,reg,0,0
3746,Rafa Márquez,NY ,M,19,19,1684,0,5,16,4,0,0/1,0,0,0.0,0.0,0,4,1,0.27,26,27,0,6,0,25.0,2011,reg,0,1
3747,Collen Warner,COL,M,24,15,1106,0,5,16,8,0,0/0,0,0,0.0,0.0,2,1,4,0.41,28,19,4,3,1,50.0,2011,reg,0,0
3748,Gonzalo Segares,CHI,D,33,33,2950,0,5,17,3,0,0/0,0,0,0.0,0.0,3,2,3,0.15,44,20,2,8,0,17.65,2011,reg,0,0
3749,Todd Dunivant,LA ,D,32,32,2880,0,4,12,5,0,0/0,0,0,0.0,0.0,1,1,3,0.13,25,30,4,2,0,41.67,2011,reg,0,0
3750,Danleigh Borman,NY ,D,24,19,1697,0,3,3,0,0,0/0,0,0,0.0,0.0,0,2,1,0.16,19,10,1,4,0,0.0,2011,reg,0,0
3751,Sebastián Miranda,CLB,D,34,34,3044,0,3,8,2,0,0/0,0,0,0.0,0.0,1,1,2,0.09,17,13,2,5,0,25.0,2011,reg,0,0
3752,Jeremy Hall,DAL,D-M,21,19,1715,0,3,9,2,0,0/0,0,0,0.0,0.0,0,1,2,0.16,22,15,2,6,1,22.22,2011,reg,0,0
3753,Heath Pearce,CHV,D,30,29,2581,0,3,10,0,0,0/0,0,0,0.0,0.0,0,0,3,0.1,13,13,0,2,0,0.0,2011,reg,0,0
3754,Pat Phelan,NE ,M-D,20,15,1426,0,3,12,2,0,0/0,0,0,0.0,0.0,0,1,2,0.19,24,20,3,4,1,16.67,2011,reg,0,0
3755,Blair Gavin,CHV,M,18,11,958,0,3,12,3,0,0/0,0,0,0.0,0.0,0,2,1,0.28,6,10,3,0,0,25.0,2011,reg,0,0
3756,Jair Benítez,DAL,D,27,25,2231,0,3,15,2,0,0/0,0,0,0.0,0.0,1,0,3,0.12,23,33,1,2,0,13.33,2011,reg,0,0
3757,Jacob Peterson,SJ ,F,22,18,1460,0,3,17,6,0,0/0,0,0,0.0,0.0,0,2,1,0.18,12,14,0,2,0,35.29,2011,reg,0,0
3758,Roy Miller,NY ,D,30,30,2699,0,3,18,5,0,0/0,0,0,0.0,0.0,0,1,2,0.1,29,16,2,5,0,27.78,2011,reg,0,0
3759,Sal Zizzo,POR,D,30,14,1515,0,3,22,10,0,0/0,0,0,0.0,0.0,0,2,1,0.18,13,20,3,0,0,45.45,2011,reg,0,0
3760,Ashtone Morgan,RSL,D,14,9,903,0,2,2,0,0,0/0,0,0,0.0,0.0,0,1,1,0.2,12,7,0,1,0,0.0,2011,reg,0,0
3761,Luiz Camargo,HOU,M,7,6,515,0,2,3,2,0,0/0,0,0,0.0,0.0,1,1,1,0.35,10,9,3,0,0,66.67,2011,reg,0,0
3762,Stephen Keel,NY ,D,16,13,1226,0,2,3,0,0,0/0,0,0,0.0,0.0,2,1,1,0.15,14,6,0,3,0,0.0,2011,reg,0,0
3763,Anthony Ampaipitakwong,SJ ,M,12,5,546,0,2,4,2,0,0/0,0,0,0.0,0.0,0,0,2,0.33,7,1,0,0,0,50.0,2011,reg,0,0
3764,Francisco Mendoza,CHV,M,12,2,281,0,2,5,2,0,0/0,0,0,0.0,0.0,0,2,0,0.64,5,3,0,0,0,40.0,2011,reg,0,0
3765,Bruno Guarda,DAL,M,11,5,500,0,2,6,1,0,0/0,0,0,0.0,0.0,0,0,2,0.36,9,7,0,2,0,16.67,2011,reg,0,0
3766,James Riley,SEA,D,29,29,2579,0,2,7,1,0,0/0,0,0,0.0,0.0,2,2,0,0.07,26,17,0,3,0,14.29,2011,reg,0,0
3767,Robbie Russell,RSL,D,26,22,1809,0,2,8,1,0,0/0,0,0,0.0,0.0,1,2,0,0.1,17,10,0,4,0,12.5,2011,reg,0,0
3768,Justin Meram,RSL,M,17,4,515,0,2,9,2,0,0/0,0,0,0.0,0.0,0,0,2,0.35,8,6,5,2,0,22.22,2011,reg,0,0
3769,Baggio Husidic,CHI,M,18,9,794,0,2,12,2,0,0/0,0,0,0.0,0.0,0,1,1,0.23,14,6,1,2,0,16.67,2011,reg,0,0
3770,Dejan Rusmir,CLB,M,18,13,1016,0,2,14,1,0,0/0,0,0,0.0,0.0,1,1,1,0.18,35,14,0,4,0,7.14,2011,reg,0,0
3771,Nate Jaqua,SEA,F,23,7,843,0,2,16,2,0,0/0,0,0,0.0,0.0,1,0,2,0.21,29,9,9,2,0,12.5,2011,reg,0,0
3772,Simon Elliott,CHV,M,24,21,1824,0,2,17,1,0,0/0,0,0,0.0,0.0,0,0,2,0.1,19,21,0,3,0,5.88,2011,reg,0,0
3773,Milos Stojcev,KC ,M,12,11,790,0,2,18,4,0,0/0,0,0,0.0,0.0,0,0,2,0.23,9,8,3,1,1,22.22,2011,reg,0,0
3774,Sam Cronin,SJ ,M,27,22,1903,0,2,21,2,0,0/0,0,0,0.0,0.0,1,1,1,0.09,29,10,0,6,1,9.52,2011,reg,0,0
3775,Ricardo Villar,DAL,M,20,14,1317,0,2,23,6,0,0/0,0,0,0.0,0.0,1,0,2,0.14,24,26,2,2,0,26.09,2011,reg,0,0
3776,Davy Arnaud,KC ,M,22,16,1536,0,2,24,4,0,0/0,0,0,0.0,0.0,0,1,1,0.12,19,28,0,2,0,16.67,2011,reg,0,0
3777,Teemu Tainio,NY ,M,28,28,2407,0,2,27,4,0,0/0,0,0,0.0,0.0,1,1,1,0.07,45,18,0,7,1,14.81,2011,reg,0,0
3778,Abdoulie Mansally,NE ,D,25,9,1140,0,2,29,4,0,0/0,0,0,0.0,0.0,0,2,0,0.16,28,29,10,3,1,13.79,2011,reg,0,0
3779,Chris Leitch,SJ ,D,14,12,1115,0,1,1,1,0,0/0,0,0,0.0,0.0,1,0,1,0.08,8,9,1,3,0,100.0,2011,reg,0,0
3780,Didier Domi,NE ,D,9,8,680,0,1,3,0,0,0/0,0,0,0.0,0.0,0,0,1,0.13,8,4,0,1,0,0.0,2011,reg,0,0
3781,Michael Videira,CHI,M,9,7,493,0,1,3,1,0,0/0,0,0,0.0,0.0,0,1,0,0.18,10,0,0,2,0,33.33,2011,reg,0,0
3782,Anthony Wallace,COL,D,10,8,719,0,1,4,0,0,0/0,0,0,0.0,0.0,1,1,0,0.13,7,5,0,3,0,0.0,2011,reg,0,0
3783,Leonardo González,SEA,D,14,12,1069,0,1,4,1,0,0/0,0,0,0.0,0.0,1,1,0,0.08,22,8,1,5,0,25.0,2011,reg,0,0
3784,Wes Knight,VAN,D,12,10,805,0,1,5,1,0,0/0,0,0,0.0,0.0,0,1,0,0.11,8,4,2,0,0,20.0,2011,reg,0,0
3785,Tony Beltran,RSL,D,22,19,1731,0,1,5,3,0,0/0,0,0,0.0,0.0,1,0,1,0.05,14,20,1,1,1,60.0,2011,reg,0,0
3786,Gregg Berhalter,LA ,D,10,8,748,0,1,5,1,0,0/0,0,0,0.0,0.0,1,1,0,0.12,13,8,0,3,0,20.0,2011,reg,0,0
3787,Jermaine Taylor,HOU,D,13,10,925,0,1,5,0,0,0/0,0,0,0.0,0.0,0,0,1,0.1,9,1,0,2,0,0.0,2011,reg,0,0
3788,Gianluca Zavarise,TOR,M,14,4,569,0,1,6,1,0,0/0,0,0,0.0,0.0,0,1,0,0.16,7,13,3,1,1,16.67,2011,reg,0,0
3789,Tim Ream,NY ,D,28,28,2520,0,1,6,3,0,0/0,0,0,0.0,0.0,0,0,1,0.04,10,9,0,2,0,50.0,2011,reg,0,0
3790,Brian Umony,POR,F,6,0,131,0,1,6,2,0,0/0,0,0,0.0,0.0,0,0,1,0.69,3,1,4,1,0,33.33,2011,reg,0,0
3791,Michael Stephens,LA ,M,25,12,1109,0,1,7,2,0,0/0,0,0,0.0,0.0,0,0,1,0.08,13,4,0,3,0,28.57,2011,reg,0,0
3792,Tyrone Marshall,COL,D,27,24,2177,0,1,7,0,0,0/0,0,0,0.0,0.0,0,0,1,0.04,24,14,0,4,0,0.0,2011,reg,0,0
3793,Paulo Nagamura,CHV,M,11,6,544,0,1,8,0,0,0/0,0,0,0.0,0.0,1,1,0,0.17,9,6,0,2,0,0.0,2011,reg,0,0
3794,Chris Wingert,RSL,D,23,22,1915,0,1,9,2,0,0/0,0,0,0.0,0.0,0,1,0,0.05,32,10,0,5,0,22.22,2011,reg,0,0
3795,Torsten Frings,TOR,M,13,13,1124,0,1,9,4,0,0/0,0,0,0.0,0.0,0,0,1,0.08,8,11,1,0,0,44.44,2011,reg,0,0
3796,Fred,DC ,M,17,5,596,0,1,10,1,0,0/0,0,0,0.0,0.0,0,0,1,0.15,14,10,1,3,0,10.0,2011,reg,0,0
3797,Jhon Kennedy Hurtado,SEA,D,23,23,1945,0,1,10,1,0,0/0,0,0,0.0,0.0,0,1,0,0.05,30,16,1,4,2,10.0,2011,reg,0,0
3798,Corben Bone,CHI,M,10,7,534,0,1,10,4,0,0/0,0,0,0.0,0.0,0,0,1,0.17,2,1,0,0,0,40.0,2011,reg,0,0
3799,Birahim Diop,KC ,M,18,8,761,0,1,10,1,0,0/0,0,0,0.0,0.0,0,0,1,0.12,19,6,0,3,0,10.0,2011,reg,0,0
3800,Matt Stinson,TOR,M,13,5,675,0,1,10,1,0,0/0,0,0,0.0,0.0,1,1,0,0.13,11,6,1,1,0,10.0,2011,reg,0,0
3801,Jeb Brovsky,VAN,D,24,16,1509,0,1,11,2,0,0/0,0,0,0.0,0.0,0,1,0,0.06,24,13,0,4,0,18.18,2011,reg,0,0
3802,Brad Ring,SJ ,D,21,17,1600,0,1,11,2,0,0/0,0,0,0.0,0.0,1,1,0,0.06,33,25,0,7,0,18.18,2011,reg,0,0
3803,Bobby Burling,SJ ,D,23,23,2041,0,1,11,2,0,0/0,0,0,0.0,0.0,0,0,1,0.04,22,17,0,4,2,18.18,2011,reg,0,0
3804,Kevin Burns,CLB,M,19,15,1243,0,1,11,2,0,0/0,0,0,0.0,0.0,1,1,0,0.07,12,7,2,4,0,18.18,2011,reg,0,0
3805,Kevin Alston,NE ,D,33,33,2954,0,1,13,1,0,0/0,0,0,0.0,0.0,0,0,1,0.03,25,45,0,1,0,7.69,2011,reg,0,0
3806,Chad Marshall,CLB,D,32,32,2835,0,1,15,6,0,0/0,0,0,0.0,0.0,0,1,0,0.03,19,28,1,2,0,40.0,2011,reg,0,0
3807,Jéferson,KC ,M,9,8,571,0,1,17,3,0,0/0,0,0,0.0,0.0,1,1,0,0.16,4,1,1,1,0,17.65,2011,reg,0,0
3808,Arturo Alvarez,RSL,M,16,8,724,0,1,18,1,0,0/0,0,0,0.0,0.0,0,1,0,0.12,12,9,3,0,0,5.56,2011,reg,0,0
3809,Chance Myers,KC ,D,28,24,2209,0,1,21,5,0,0/0,0,0,0.0,0.0,0,1,0,0.04,35,21,1,1,0,23.81,2011,reg,0,0
3810,Mikael Yourassowsky,TOR,D,21,13,1302,0,1,21,4,0,0/0,0,0,0.0,0.0,0,0,1,0.07,26,27,6,4,1,19.05,2011,reg,0,0
3811,Daniel Paladini,CHI,M,23,16,1491,0,1,37,14,0,0/0,0,0,0.0,0.0,1,0,1,0.06,37,15,1,7,0,37.84,2011,reg,0,0
3812,Bilal Duckett,VAN,D,4,2,226,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,1,0,1,0,100.0,2011,reg,0,0
3813,Corey Hertzog,NY ,F,5,0,35,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0,100.0,2011,reg,0,0
3814,Matt Kassel,NY ,D-M,2,0,82,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,100.0,2011,reg,0,0
3815,Mouloud Akloul,VAN,D,8,7,625,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,6,1,2,0,100.0,2011,reg,0,0
3816,Cody Arnoux,RSL,F,2,0,69,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,0.0,2011,reg,0,0
3817,Matt Luzunaris,SJ ,F,6,0,63,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,1,0,0,0.0,2011,reg,0,0
3818,Edmundo Zura,SJ ,F,1,0,19,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2011,reg,0,0
3819,Danny Earls,COL,D,4,3,224,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0,100.0,2011,reg,0,0
3820,Chris Albright,NY ,D,8,6,482,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,8,1,0,0,0.0,2011,reg,0,0
3821,Leandre Griffit,CLB,M,1,0,2,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,100.0,2011,reg,0,0
3822,Tim Ward,SJ ,D,3,2,226,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,6,0,0,0,0.0,2011,reg,0,0
3823,Gabriel Ferrari,CHI,F,3,0,17,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,0,0,0,100.0,2011,reg,0,0
3824,Greg Janicki,VAN,D,10,8,752,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,5,1,1,0,0.0,2011,reg,0,0
3825,John Rooney,NY ,M,5,0,48,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2011,reg,0,0
3826,Peter Lowry,POR,M,3,2,146,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,1,0,0.0,2011,reg,0,0
3827,Kevin Harmse,VAN,M,3,1,126,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,0.0,2011,reg,0,0
3828,Steve Purdy,POR,D,8,8,720,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,9,0,2,0,50.0,2011,reg,0,0
3829,Brandon Barklage,DC ,D,4,0,38,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,50.0,2011,reg,0,0
3830,Maykel Galindo,DAL,F,6,1,147,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,2,0,0,0.0,2011,reg,0,0
3831,Michael Harrington,KC ,D,23,16,1495,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,14,16,0,5,0,0.0,2011,reg,0,0
3832,Carlos Mendes,NY ,D,18,16,1505,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,21,9,0,3,0,50.0,2011,reg,0,0
3833,Craig Rocastle,KC ,M,6,5,306,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,7,0,0,0,0.0,2011,reg,0,0
3834,Peter Vagenas,VAN,M,16,13,1042,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,11,6,0,0,0,0.0,2011,reg,0,0
3835,Frankie Hejduk,LA ,D,6,6,472,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,1,0,5,0,50.0,2011,reg,0,0
